date,exchange,deal_type,symbol,security_name,client_name,buy_sell,quantity,price
18/08/2026,BSE,bulk,544080,SHILINDORE,DEEPAK SINGH SANDHU,B,17500.0,1178.3
18/08/2026,BSE,bulk,530907,SICAPIT,ANU THOMAS CHERIYAN,S,50000.0,15.27
18/08/2026,BSE,bulk,530977,SKCIL,ULTRA  SIGMA  PRIVATE  LIMITED,S,129292.0,100.88
18/08/2026,BSE,bulk,531370,SPAR,SHRI MEHUL CHANDRAKANT VORA,S,79400.0,4.67
18/08/2026,BSE,bulk,544243,STYLEBAAZA,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,S,43.0,403.21
18/08/2026,BSE,bulk,544243,STYLEBAAZA,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,B,415002.0,403.11
17/08/2026,BSE,block,543542,KESAR,MINERVA VENTURES FUND,B,1178000.0,1265.0
17/08/2026,BSE,block,543542,KESAR,FORBES EMF,S,1178000.0,1265.0
17/08/2026,BSE,block,503811,SIYSIL,DPP ENTERPRISES LLP,B,582900.0,620.0
17/08/2026,BSE,block,503811,SIYSIL,HARSHIT SHRIKISHAN PODDAR,S,582900.0,620.0
18-AUG-2026,NSE,bulk_deals,ASIANTILES,Asian Granito India Limit,THAKKAR NILESHKUMAR FARSHURAM HUF,BUY,2000000,46.19
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,QE SECURITIES LLP,BUY,1450099,34.2
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,BUY,2901339,34.63
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,RG  HUF,BUY,1435245,35.26
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,HRTI PRIVATE LIMITED,BUY,2320997,33.84
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,BUY,659057,35.8
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,1377840,34.61
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,CHAUBARA EATS PRIVATE LIMITED,BUY,1500000,35.76
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,BUY,1200000,33.28
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,HJS SECURITIES PRIVATE LIMITED,BUY,812166,34.89
18-AUG-2026,NSE,bulk_deals,BMLL,Bio Medica Laboratories L,AGGARWAL ATUL KASTURILAL,BUY,116000,153.5
18-AUG-2026,NSE,bulk_deals,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,BUY,46000,156.37
18-AUG-2026,NSE,bulk_deals,E2ERAIL,E To E Trans Infra Ltd,RAMDOOT REALTORS PVT LTD,BUY,89600,301.56
18-AUG-2026,NSE,bulk_deals,E2ERAIL,E To E Trans Infra Ltd,PARTH INFIN BROKERS PVT LTD,BUY,93600,299.84
18-AUG-2026,NSE,bulk_deals,GATECH,GACM Technologies Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,BUY,1116333,0.8
18-AUG-2026,NSE,bulk_deals,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,BUY,156604,515.59
18-AUG-2026,NSE,bulk_deals,GKSL,Gujarat Kidney N Sup Sp L,L7 HITECH PRIVATE LIMITED,BUY,530988,153.34
18-AUG-2026,NSE,bulk_deals,ICIL,Indo Count Industries Ltd,MICROCURVES TRADING PRIVATE LIMITED,BUY,1497202,444.94
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,475629,656.96
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,ALPHAGREP SECURITIES PRIVATE LIMITED,BUY,159850,649.92
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,IRAGE BROKING SERVICES LLP,BUY,243833,658.52
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,195219,658.48
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,BUY,181915,649.96
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,MICROCURVES TRADING PRIVATE LIMITED,BUY,955476,656.32
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,BLITZQUANT RESEARCH LLP,BUY,405182,660.27
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,571110,654.5
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,324266,663.71
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,MUSIGMA SECURITIES,BUY,174952,652.64
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,575335,654.53
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,QE SECURITIES LLP,BUY,273152,651.07
18-AUG-2026,NSE,bulk_deals,KANDARP,Kandarp Dg Smart Bpo Ltd,RG  HUF,BUY,45000,99.44
18-AUG-2026,NSE,bulk_deals,KERNEX,Kernex Microsystems (Indi,QE SECURITIES LLP,BUY,102150,1852.15
18-AUG-2026,NSE,bulk_deals,KERNEX,Kernex Microsystems (Indi,HRTI PRIVATE LIMITED,BUY,94703,1838.06
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,QE SECURITIES LLP,BUY,5801519,16.77
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,16440974,16.61
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,5939213,16.66
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,HRTI PRIVATE LIMITED,BUY,6926365,16.67
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,NIRMALKUMAR PAREEK,BUY,2200000,16.6
18-AUG-2026,NSE,bulk_deals,NAGREEKEXP,Nagreeka Exports Limited,IRAGE BROKING SERVICES LLP,BUY,157358,24.32
18-AUG-2026,NSE,bulk_deals,NAGREEKEXP,Nagreeka Exports Limited,ORION STOCKS LTD,BUY,111632,24.06
18-AUG-2026,NSE,bulk_deals,NELCO,Nelco Ltd.,HRTI PRIVATE LIMITED,BUY,127937,973.47
18-AUG-2026,NSE,bulk_deals,NELCO,Nelco Ltd.,QE SECURITIES LLP,BUY,117760,969.59
18-AUG-2026,NSE,bulk_deals,NXT-INFRA,Nxt-Infra Trust,LARSEN & TOUBRO LIMITED,BUY,20875000,95.33
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,BUY,356983,251.9
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,BUY,1974391,251.9
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,MATHISYS QUANTCAP LLP,BUY,357901,251.53
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,QE SECURITIES LLP,BUY,806698,252.1
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,NIRMALKUMAR PAREEK,BUY,500000,250.99
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,658747,251.55
18-AUG-2026,NSE,bulk_deals,SBC,SBC Exports Limited,DEEPIKA GUPTA,BUY,2674948,38.69
18-AUG-2026,NSE,bulk_deals,STYLEBAAZA,Baazar Style Retail Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,176179,402.64
18-AUG-2026,NSE,bulk_deals,SUBEXLTD,Subex Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,BUY,10076356,16.52
18-AUG-2026,NSE,bulk_deals,WELINV,Welspun Inv & Comm Ltd,LLOYDS ENTERPRISES LIMITED,BUY,97622,1790.0
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,874417,165.04
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,HRTI PRIVATE LIMITED,BUY,624170,164.79
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,MICROCURVES TRADING PRIVATE LIMITED,BUY,730405,165.53
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,QE SECURITIES LLP,BUY,1182069,166.2
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,KEDIA SECURITIES PRIVATE LIMITED,BUY,2000000,164.72
18-AUG-2026,NSE,bulk_deals,ASIANTILES,Asian Granito India Limit,GIRISH KALIDASBHAI PATEL,SELL,1991593,46.19
18-AUG-2026,NSE,bulk_deals,ASIANTILES,Asian Granito India Limit,THAKKAR NILESHKUMAR FARSHURAM HUF,SELL,1717434,46.37
18-AUG-2026,NSE,bulk_deals,ASPIRE,Aspire & Innovative Adv L,GAVRILL METAL PRIVATE LIMITED,SELL,118000,14.01
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,QE SECURITIES LLP,SELL,1374707,33.53
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,1154915,34.51
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,HRTI PRIVATE LIMITED,SELL,3080321,33.95
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,RAAVI ENTERPRISE,SELL,1280000,35.45
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,L7 HITECH PRIVATE LIMITED,SELL,80000,31.82
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,BULLPULSE MARKETEDGE PRIVATE LIMITED,SELL,659057,36.0
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,SELL,2901339,35.02
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,CHAUBARA EATS PRIVATE LIMITED,SELL,1500000,35.78
18-AUG-2026,NSE,bulk_deals,ATALREAL,Atal Realtech Limited,HJS SECURITIES PRIVATE LIMITED,SELL,812166,35.3
18-AUG-2026,NSE,bulk_deals,BMLL,Bio Medica Laboratories L,MAHABIR TRADEVENTURES LLP,SELL,116000,153.5
18-AUG-2026,NSE,bulk_deals,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,SELL,91000,156.36
18-AUG-2026,NSE,bulk_deals,CYIENT,Cyient Limited,HDFC MUTUAL FUND,SELL,532526,854.01
18-AUG-2026,NSE,bulk_deals,E2ERAIL,E To E Trans Infra Ltd,RAMDOOT REALTORS PVT LTD,SELL,89600,300.36
18-AUG-2026,NSE,bulk_deals,E2ERAIL,E To E Trans Infra Ltd,PARTH INFIN BROKERS PVT LTD,SELL,93600,302.14
18-AUG-2026,NSE,bulk_deals,ESCONET,Esconet Technologies Ltd,SUNIL KUMAR AGRAWAL,SELL,83600,173.36
18-AUG-2026,NSE,bulk_deals,GATECH,GACM Technologies Limited,L7 HITECH PRIVATE LIMITED,SELL,10603379,0.81
18-AUG-2026,NSE,bulk_deals,GATECH,GACM Technologies Limited,RATHOD DIGVIJAYSINH RAJENDRASINH,SELL,11974814,0.81
18-AUG-2026,NSE,bulk_deals,GCSL,Gretex Corporate Services,MANSUKH SECURITIES & FINANCE LIMITED,SELL,153704,507.91
18-AUG-2026,NSE,bulk_deals,GKSL,Gujarat Kidney N Sup Sp L,L7 HITECH PRIVATE LIMITED,SELL,99709,153.75
18-AUG-2026,NSE,bulk_deals,ICIL,Indo Count Industries Ltd,MICROCURVES TRADING PRIVATE LIMITED,SELL,1497197,445.31
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,563122,655.52
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,MUSIGMA SECURITIES,SELL,174952,653.08
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,BLITZQUANT RESEARCH LLP,SELL,405182,660.57
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,MICROCURVES TRADING PRIVATE LIMITED,SELL,955476,656.87
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,573995,654.82
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,195219,660.31
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,HRTI PRIVATE LIMITED,SELL,168708,652.29
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,QE SECURITIES LLP,SELL,273152,649.43
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,IRAGE BROKING SERVICES LLP,SELL,224637,656.37
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,ALPHAGREP SECURITIES PRIVATE LIMITED,SELL,159850,650.58
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,323766,663.77
18-AUG-2026,NSE,bulk_deals,JINDRILL,Jindal Drilling And Indus,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,475629,657.27
18-AUG-2026,NSE,bulk_deals,KANDARP,Kandarp Dg Smart Bpo Ltd,RAAVI ENTERPRISE,SELL,45000,99.44
18-AUG-2026,NSE,bulk_deals,KERNEX,Kernex Microsystems (Indi,QE SECURITIES LLP,SELL,99466,1842.03
18-AUG-2026,NSE,bulk_deals,KERNEX,Kernex Microsystems (Indi,HRTI PRIVATE LIMITED,SELL,101858,1853.03
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,NIRMALKUMAR PAREEK,SELL,9000000,16.56
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,HRTI PRIVATE LIMITED,SELL,7594933,16.6
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,5738699,16.69
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,QE SECURITIES LLP,SELL,5743093,16.63
18-AUG-2026,NSE,bulk_deals,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,17523888,16.64
18-AUG-2026,NSE,bulk_deals,NAGREEKEXP,Nagreeka Exports Limited,ORION STOCKS LTD,SELL,156840,24.27
18-AUG-2026,NSE,bulk_deals,NAGREEKEXP,Nagreeka Exports Limited,IRAGE BROKING SERVICES LLP,SELL,131808,23.92
18-AUG-2026,NSE,bulk_deals,NATIONSTD,National Stand (India) L,NARINDER PAL SINGH,SELL,102299,147.91
18-AUG-2026,NSE,bulk_deals,NELCO,Nelco Ltd.,HRTI PRIVATE LIMITED,SELL,272879,975.08
18-AUG-2026,NSE,bulk_deals,NELCO,Nelco Ltd.,QE SECURITIES LLP,SELL,117472,979.68
18-AUG-2026,NSE,bulk_deals,NXT-INFRA,Nxt-Infra Trust,A.K. CAPITAL FINANCE LIMITED,SELL,21050000,95.33
18-AUG-2026,NSE,bulk_deals,OMFURN,Omfurn India Limited,ZYANA STOCKS AND COMMODITIES,SELL,154800,55.28
18-AUG-2026,NSE,bulk_deals,PAYTM,One 97 Communications Ltd,RESILIENT ASSET MANAGEMENT B V,SELL,19210110,1535.1
18-AUG-2026,NSE,bulk_deals,PONNIERODE,Ponni Sugars (Erode) Limi,UNIVERSAL CINE TRADES PVT LTD,SELL,50000,365.19
18-AUG-2026,NSE,bulk_deals,PROPSHOP,Propshop Events and Exh L,NOVA GLOBAL OPPORTUNITIES FUND PCC - TOUCHSTONE,SELL,136000,70.0
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,SELL,1957405,252.33
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,629219,251.63
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,HRTI PRIVATE LIMITED,SELL,473723,252.12
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,MATHISYS QUANTCAP LLP,SELL,382434,251.44
18-AUG-2026,NSE,bulk_deals,RATNAVEER,Ratnaveer Precision Eng L,QE SECURITIES LLP,SELL,813990,251.65
18-AUG-2026,NSE,bulk_deals,SHANTI-RE,Shanti Gold Intl Ltd,SHRIPAL V VORA (HUF),SELL,23899,28.5
18-AUG-2026,NSE,bulk_deals,SHANTI-RE,Shanti Gold Intl Ltd,NANDITA SURYAKANTBHAI MEHTA,SELL,47496,33.95
18-AUG-2026,NSE,bulk_deals,SOUTHWEST,South West Pinnacle Ltd,VIKAS JAIN,SELL,563138,229.49
18-AUG-2026,NSE,bulk_deals,STYLEBAAZA,Baazar Style Retail Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,666172,402.65
18-AUG-2026,NSE,bulk_deals,STYLEBAAZA,Baazar Style Retail Ltd,ANKUSH  KEDIA,SELL,381000,402.65
18-AUG-2026,NSE,bulk_deals,SUBEXLTD,Subex Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,SELL,6500946,16.45
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,MICROCURVES TRADING PRIVATE LIMITED,SELL,730405,165.52
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,QE SECURITIES LLP,SELL,1141326,164.51
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,921866,164.96
18-AUG-2026,NSE,bulk_deals,ZAGGLE,Zaggle Prepa Ocean Ser L,HRTI PRIVATE LIMITED,SELL,682612,165.02
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,4606,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,VITTORIA FUND-OC,BUY,86277,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,30005,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,80014,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,120021,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,BNP PARIBAS FINANCIAL MARKETS - ODI,BUY,200000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,GHISALLO MASTER FUND LP,BUY,190000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,GOLDMAN SACHS BANK EUROPE SE,BUY,2255000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,HDFC MUTUAL FUND,BUY,81428,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,HDFC MUTUAL FUND.,BUY,81428,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,HSBC MUTUAL FUND,BUY,155000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,HSBC MUTUAL FUND,BUY,170497,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,HSBC MUTUAL FUND,BUY,604503,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BUY,460000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,INTEGRATED CORE STRATEGIES (ASIA) PTE. LTD.,BUY,930000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,KOTAK MAHINDRA MUTUAL FUND,BUY,190000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,MY ASIAN OPPORTUNITIES MASTER FUND,BUY,1450000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,NORTH ROCK SG VCC,BUY,575000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,OXBOW INDIA FUND,BUY,18750,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,OXBOW MASTER FUND LIMITED,BUY,644973,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,ADITYA BIRLA SUN LIFE MUTUAL FUND,BUY,15354,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SBI MUTUAL FUND,BUY,326250,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SBI MUTUAL FUND,BUY,412515,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SBI MUTUAL FUND,BUY,550020,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SBI MUTUAL FUND,BUY,1375050,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SBI MUTUAL FUND,BUY,2749563,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SOCIETE GENERALE,BUY,2840000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SUNDARAM MUTUAL FUND,BUY,32570,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SUNDARAM MUTUAL FUND,BUY,43661,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SUNDARAM MUTUAL FUND,BUY,65145,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,SUNDARAM MUTUAL FUND,BUY,178624,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,556,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,2259,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,22181,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,32057,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,34747,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,81589,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,203180,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,305816,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,411198,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA AIA LIFE INSURANCE COMPANY LIMITED,BUY,462417,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA MUTUAL FUND,BUY,856,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA MUTUAL FUND,BUY,72000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,TATA MUTUAL FUND,BUY,90000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,VIRIDIAN ASIA OPPORTUNITIES MASTER FUND,BUY,575000,1535.1
18-AUG-2026,NSE,block_deals,PAYTM,One 97 Communications Ltd,RESILIENT ASSET MANAGEMENT B V,SELL,19210110,1535.1
18/08/2026,BSE,bulk,517356,ACIIN,PANKHURI KANDA,B,688553.0,2.0
18/08/2026,BSE,bulk,543377,ADISHAKTI,ARORA FIBRES LIMITED,S,160000.0,6.05
18/08/2026,BSE,bulk,543377,ADISHAKTI,PRAVEEN ARORA,B,100000.0,6.77
18/08/2026,BSE,bulk,531673,ANKIN,NIRMALKUMAR PAREEK,B,454829.0,19.65
18/08/2026,BSE,bulk,526488,BHUDEVI,HITESH JAGDISHBHAI BHATT,S,25775.0,183.96
18/08/2026,BSE,bulk,543516,DHYAANITR,PRINCE PRAKASHBHAI SHAH,B,95200.0,6.6
18/08/2026,BSE,bulk,531553,DRL,VEER SINGH THAKUR,S,84000.0,30.74
18/08/2026,BSE,bulk,531553,DRL,CHETAN BHUPATRAI MEHTA,B,50000.0,30.74
18/08/2026,BSE,bulk,521137,EUREKAI,EPITOME TRADING AND INVESTMENTS,S,60000.0,6.02
18/08/2026,BSE,bulk,531911,GALAGEX,GIRIJADHAVA VYAPAAR PRIVATE LIMITED,S,110000.0,65.01
18/08/2026,BSE,bulk,531911,GALAGEX,GIRIJADHAVA VYAPAAR PRIVATE LIMITED,B,7640.0,65.62
18/08/2026,BSE,bulk,531911,GALAGEX,SMITAL SURESH THAKKAR,B,100000.0,65.0
18/08/2026,BSE,bulk,544603,GROWW,"YC HOLDINGS II, LLC",S,74687500.0,192.16
18/08/2026,BSE,bulk,514386,GUJCOTEX,JAGID VANITABEN RAJENDRAPRASAD,S,2346832.0,3.41
18/08/2026,BSE,bulk,514386,GUJCOTEX,JAGID VANITABEN RAJENDRAPRASAD,B,2211317.0,3.4
18/08/2026,BSE,bulk,541627,GUJWIND,KREON FINNANCIAL SERVICES LIMITED,B,31890.0,7.35
18/08/2026,BSE,bulk,541627,GUJWIND,CHHOTALAL RAMJIBHAI BHANDERI HUF,S,32000.0,7.35
18/08/2026,BSE,bulk,544859,GVELECTRIC,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,B,2000.0,137.45
18/08/2026,BSE,bulk,544859,GVELECTRIC,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,S,65000.0,137.71
18/08/2026,BSE,bulk,544160,JAYKAILASH,NEO APEX SHARE BROKING SERVICES LLP,S,33600.0,55.57
18/08/2026,BSE,bulk,544160,JAYKAILASH,MONEYPLANT GOLD & JEWELLERY TRADING L.L.C,S,1600.0,61.39
